2023-07-19,31842,Wh,2023,7,19,00:00:00
2023-07-20,39935,Wh,2023,7,20,00:00:00
2023-07-21,14432,Wh,2023,7,21,00:00:00
2023-07-22,36722,Wh,2023,7,22,00:00:00
2023-07-23,39783,Wh,2023,7,23,00:00:00
2023-07-24,26486,Wh,2023,7,24,00:00:00
2023-07-25,24274,Wh,2023,7,25,00:00:00
2023-07-26,34440,Wh,2023,7,26,00:00:00
2023-07-27,14707,Wh,2023,7,27,00:00:00
2023-07-28,38088,Wh,2023,7,28,00:00:00
2023-07-29,15529,Wh,2023,7,29,00:00:00
2023-07-30,36461,Wh,2023,7,30,00:00:00
2023-07-31,29347,Wh,2023,7,31,00:00:00
2023-08-01,36548,Wh,2023,8,1,00:00:00
2023-08-02,37431,Wh,2023,8,2,00:00:00
2023-08-03,31879,Wh,2023,8,3,00:00:00
2023-08-04,11703,Wh,2023,8,4,00:00:00
2023-08-05,32925,Wh,2023,8,5,00:00:00
2023-08-06,38530,Wh,2023,8,6,00:00:00
2023-08-07,4277,Wh,2023,8,7,00:00:00
2023-08-08,20533,Wh,2023,8,8,00:00:00
2023-08-09,32727,Wh,2023,8,9,00:00:00
2023-08-10,10710,Wh,2023,8,10,00:00:00
2023-08-11,36047,Wh,2023,8,11,00:00:00
2023-08-12,32705,Wh,2023,8,12,00:00:00
2023-08-13,31735,Wh,2023,8,13,00:00:00
2023-08-14,33157,Wh,2023,8,14,00:00:00
2023-08-15,4469,Wh,2023,8,15,00:00:00
2023-08-16,9514,Wh,2023,8,16,00:00:00
2023-08-17,8444,Wh,2023,8,17,00:00:00
2023-08-18,30094,Wh,2023,8,18,00:00:00
2023-08-19,17136,Wh,2023,8,19,00:00:00
2023-08-20,35612,Wh,2023,8,20,00:00:00
2023-08-21,22783,Wh,2023,8,21,00:00:00
2023-08-22,40708,Wh,2023,8,22,00:00:00
2023-08-23,40231,Wh,2023,8,23,00:00:00
2023-08-24,15528,Wh,2023,8,24,00:00:00
2023-08-25,5690,Wh,2023,8,25,00:00:00
2023-08-26,28109,Wh,2023,8,26,00:00:00
2023-08-27,27698,Wh,2023,8,27,00:00:00
2023-08-28,27582,Wh,2023,8,28,00:00:00
2023-08-29,34598,Wh,2023,8,29,00:00:00
2023-08-30,22705,Wh,2023,8,30,00:00:00
2023-08-31,42353,Wh,2023,8,31,00:00:00
2023-09-01,40818,Wh,2023,9,1,00:00:00
2023-09-02,35614,Wh,2023,9,2,00:00:00
2023-09-03,31757,Wh,2023,9,3,00:00:00
